bv,mag,spec,o,b,a,f,g,k,m
0.068,1.822,A,0,0,1,0,0,0,0
0.624,2.195,F,0,0,0,1,0,0,0
1.59,-1.343,M,0,0,0,0,0,0,1
0.55,-2.483,F,0,0,0,1,0,0,0
0.821,6.048,K,0,0,0,0,0,1,0
0.534,3.291,F,0,0,0,1,0,0,0
1.016,2.201,G,0,0,0,0,1,0,0
1.053,1.007,K,0,0,0,0,0,1,0
0.306,2.726,A,0,0,1,0,0,0,0
1.045,0.755,K,0,0,0,0,0,1,0
0.782,7.033,G,0,0,0,0,1,0,0
1.12,-10.76,K,0,0,0,0,0,1,0
0.909,3.033,G,0,0,0,0,1,0,0
1.61,-2.249,M,0,0,0,0,0,0,1
0.04,2.004,A,0,0,1,0,0,0,0
1.103,2.026,K,0,0,0,0,0,1,0
1.16,0.25,K,0,0,0,0,0,1,0
1.137,0.721,K,0,0,0,0,0,1,0
0.158,1.29,A,0,0,1,0,0,0,0
-0.18,-1.49,B,0,1,0,0,0,0,0
0.6,4.012,G,0,0,0,0,1,0,0
-0.089,-0.402,B,0,1,0,0,0,0,0
0.131,1.212,A,0,0,1,0,0,0,0
-0.153,-0.733,B,0,1,0,0,0,0,0
0.576,4.342,F,0,0,0,1,0,0,0
0.728,4.402,G,0,0,0,0,1,0,0
1.031,-11.27,K,0,0,0,0,0,1,0
0.69,4.975,F,0,0,0,1,0,0,0
0.574,2.151,F,0,0,0,1,0,0,0
0.53,4.81,F,0,0,0,1,0,0,0
1.01,0.427,K,0,0,0,0,0,1,0
1.16,1.035,K,0,0,0,0,0,1,0
0.326,1.33,F,0,0,0,1,0,0,0
1.461,-10.26,K,0,0,0,0,0,1,0
0.65,0.237,G,0,0,0,0,1,0,0
1.114,1.241,K,0,0,0,0,0,1,0
1.567,-10.72,K,0,0,0,0,0,1,0
0.7,2.947,G,0,0,0,0,1,0,0
0.402,3.333,F,0,0,0,1,0,0,0
1.186,7.361,K,0,0,0,0,0,1,0
1.451,-0.894,M,0,0,0,0,0,0,1
0.298,2.251,F,0,0,0,1,0,0,0
1.26,-10.6,K,0,0,0,0,0,1,0
1.26,0.171,K,0,0,0,0,0,1,0
1.169,7.931,G,0,0,0,0,1,0,0
0.721,4.078,G,0,0,0,0,1,0,0
1.16,-0.059,K,0,0,0,0,0,1,0
0.991,0.285,K,0,0,0,0,0,1,0
0.846,5.865,G,0,0,0,0,1,0,0
0.633,2.874,G,0,0,0,0,1,0,0
0.375,4.402,F,0,0,0,1,0,0,0
1.327,-11.64,K,0,0,0,0,0,1,0
0.083,1.418,A,0,0,1,0,0,0,0
1.064,0.446,G,0,0,0,0,1,0,0
1.508,-0.54,K,0,0,0,0,0,1,0
0.421,2.231,F,0,0,0,1,0,0,0
0.383,2.977,F,0,0,0,1,0,0,0
0.331,2.494,A,0,0,1,0,0,0,0
1.175,0.974,K,0,0,0,0,0,1,0
-0.13,-1.147,B,0,1,0,0,0,0,0
1.187,0.846,K,0,0,0,0,0,1,0
0.667,2.887,G,0,0,0,0,1,0,0
0.665,4.645,G,0,0,0,0,1,0,0
0.203,0.042,B,0,1,0,0,0,0,0
1.518,-0.305,K,0,0,0,0,0,1,0
0.489,2.379,G,0,0,0,0,1,0,0
1.029,-0.504,K,0,0,0,0,0,1,0
0.47,4.594,F,0,0,0,1,0,0,0
1.43,-0.503,K,0,0,0,0,0,1,0
1.19,-0.768,G,0,0,0,0,1,0,0
1.078,1.593,K,0,0,0,0,0,1,0
0.466,3.701,F,0,0,0,1,0,0,0
0.649,3.455,G,0,0,0,0,1,0,0
1.229,0.429,K,0,0,0,0,0,1,0
0.409,3.273,F,0,0,0,1,0,0,0
0.809,5.934,K,0,0,0,0,0,1,0
0.403,3.597,F,0,0,0,1,0,0,0
1.668,-1.076,M,0,0,0,0,0,0,1
1.593,-11.4,M,0,0,0,0,0,0,1
0.982,0.679,G,0,0,0,0,1,0,0
0.797,3.549,G,0,0,0,0,1,0,0
0.853,4.595,G,0,0,0,0,1,0,0
1.18,0.574,K,0,0,0,0,0,1,0
0.038,1.292,B,0,1,0,0,0,0,0
0.47,3.891,F,0,0,0,1,0,0,0
0.58,4.363,F,0,0,0,1,0,0,0
0.303,2.896,A,0,0,1,0,0,0,0
0.436,3,F,0,0,0,1,0,0,0
0.465,2.627,F,0,0,0,1,0,0,0
0.44,5.541,F,0,0,0,1,0,0,0
0.96,0.113,K,0,0,0,0,0,1,0
1.536,-13.09,M,0,0,0,0,0,0,1
0.625,4.364,G,0,0,0,0,1,0,0
0.07,0.386,A,0,0,1,0,0,0,0
0.242,1.534,A,0,0,1,0,0,0,0
0.249,1.64,A,0,0,1,0,0,0,0
0.649,3.826,F,0,0,0,1,0,0,0
0.835,-0.696,G,0,0,0,0,1,0,0
0.72,5.132,G,0,0,0,0,1,0,0
0.991,0.631,G,0,0,0,0,1,0,0
1.571,-0.53,M,0,0,0,0,0,0,1
0.708,4.919,G,0,0,0,0,1,0,0
0.64,4.719,G,0,0,0,0,1,0,0
0.96,0.601,K,0,0,0,0,0,1,0
1.452,-11.17,K,0,0,0,0,0,1,0
0.037,0.971,A,0,0,1,0,0,0,0
1.541,-11.78,K,0,0,0,0,0,1,0
1.207,1.187,K,0,0,0,0,0,1,0
0.472,4.109,F,0,0,0,1,0,0,0
0.521,5.211,s,0,0,0,0,0,0,0
0.43,3.408,G,0,0,0,0,1,0,0
0.975,1.173,K,0,0,0,0,0,1,0
1.028,0.366,K,0,0,0,0,0,1,0
1.082,1.706,K,0,0,0,0,0,1,0
0.568,4.222,F,0,0,0,1,0,0,0
1,0.884,G,0,0,0,0,1,0,0
0.664,4.402,G,0,0,0,0,1,0,0
1.647,-0.553,M,0,0,0,0,0,0,1
-0.001,-0.282,A,0,0,1,0,0,0,0
1.669,-0.065,M,0,0,0,0,0,0,1
0.34,3.037,A,0,0,1,0,0,0,0
0.9,2.446,G,0,0,0,0,1,0,0
1.503,1.342,K,0,0,0,0,0,1,0
0.229,1.859,A,0,0,1,0,0,0,0
0.192,0.859,A,0,0,1,0,0,0,0
0.467,4.287,G,0,0,0,0,1,0,0
0.101,-10.65,A,0,0,1,0,0,0,0
0.01,-14.66,O,1,0,0,0,0,0,0
0.302,2.432,A,0,0,1,0,0,0,0
0.337,2.775,F,0,0,0,1,0,0,0
0.529,2.995,G,0,0,0,0,1,0,0
0.103,1.909,A,0,0,1,0,0,0,0
1.293,-11.85,K,0,0,0,0,0,1,0
-0.115,0.157,A,0,0,1,0,0,0,0
1.625,0.595,K,0,0,0,0,0,1,0
1.15,1.556,K,0,0,0,0,0,1,0
1.48,-10.77,K,0,0,0,0,0,1,0
1.089,0.952,K,0,0,0,0,0,1,0
0.794,5.691,G,0,0,0,0,1,0,0
1.06,-10.14,K,0,0,0,0,0,1,0
0.801,5.731,K,0,0,0,0,0,1,0
1.556,-0.105,K,0,0,0,0,0,1,0
1.273,-11.78,K,0,0,0,0,0,1,0
0.232,1.012,A,0,0,1,0,0,0,0
0.627,5.239,K,0,0,0,0,0,1,0
0.7,2.935,G,0,0,0,0,1,0,0
0.271,3.555,A,0,0,1,0,0,0,0
0.076,1.166,A,0,0,1,0,0,0,0
0.33,-11.6,A,0,0,1,0,0,0,0
0.891,2.643,K,0,0,0,0,0,1,0
0.589,3.969,F,0,0,0,1,0,0,0
0.204,1.151,A,0,0,1,0,0,0,0
1.048,1.555,G,0,0,0,0,1,0,0
1.52,-0.215,K,0,0,0,0,0,1,0
0.753,5.028,G,0,0,0,0,1,0,0
1.461,-10.79,K,0,0,0,0,0,1,0
0.568,4.493,G,0,0,0,0,1,0,0
1.181,-0.57,K,0,0,0,0,0,1,0
0.332,2.92,F,0,0,0,1,0,0,0
0.403,2.408,F,0,0,0,1,0,0,0
1.682,-0.756,M,0,0,0,0,0,0,1
0.476,2.115,F,0,0,0,1,0,0,0
0.827,5.757,G,0,0,0,0,1,0,0
1.233,7.579,K,0,0,0,0,0,1,0
0.728,-13.27,F,0,0,0,1,0,0,0
0.076,1.185,A,0,0,1,0,0,0,0
1.179,1.545,K,0,0,0,0,0,1,0
0.71,3.165,G,0,0,0,0,1,0,0
0.435,2.765,F,0,0,0,1,0,0,0
1.345,0.451,K,0,0,0,0,0,1,0
1.115,-0.302,G,0,0,0,0,1,0,0
0.069,-10.99,B,0,1,0,0,0,0,0
0.609,1.621,B,0,1,0,0,0,0,0
1.022,-10.14,G,0,0,0,0,1,0,0
0.687,-1.929,B,0,1,0,0,0,0,0
1.638,-1.118,M,0,0,0,0,0,0,1
1.565,7.279,K,0,0,0,0,0,1,0
1.06,-0.527,K,0,0,0,0,0,1,0
1.25,0.346,K,0,0,0,0,0,1,0
2.1,-9.85,C,0,0,0,0,0,0,0
1.057,1.196,K,0,0,0,0,0,1,0
0.264,1.902,A,0,0,1,0,0,0,0
1.124,0.243,K,0,0,0,0,0,1,0
0.113,-0.431,A,0,0,1,0,0,0,0
1.017,1.569,K,0,0,0,0,0,1,0
1.06,7.015,K,0,0,0,0,0,1,0
0.448,2.207,F,0,0,0,1,0,0,0
0.452,3.634,G,0,0,0,0,1,0,0
0.888,1.323,G,0,0,0,0,1,0,0
1.33,2.065,K,0,0,0,0,0,1,0
1.639,-10.78,K,0,0,0,0,0,1,0
0.753,3.894,G,0,0,0,0,1,0,0
1.116,0.973,K,0,0,0,0,0,1,0
1.63,-12.6,K,0,0,0,0,0,1,0
0.463,1.446,F,0,0,0,1,0,0,0
0.337,-11.49,F,0,0,0,1,0,0,0
1.442,0.163,K,0,0,0,0,0,1,0
0.166,1.542,A,0,0,1,0,0,0,0
0.08,-10.97,B,0,1,0,0,0,0,0
1.581,-11.43,K,0,0,0,0,0,1,0
1.051,0.096,K,0,0,0,0,0,1,0
0.445,3.765,F,0,0,0,1,0,0,0
0.587,4.799,G,0,0,0,0,1,0,0
1.043,2.441,K,0,0,0,0,0,1,0
0.999,-10.21,G,0,0,0,0,1,0,0
1.267,0.872,K,0,0,0,0,0,1,0
0.433,3.438,F,0,0,0,1,0,0,0
1.408,-0.812,K,0,0,0,0,0,1,0
-0.042,1.112,A,0,0,1,0,0,0,0
0.554,4.128,F,0,0,0,1,0,0,0
0.821,6.309,K,0,0,0,0,0,1,0
0.141,-12.62,B,0,1,0,0,0,0,0
1.249,-10.02,K,0,0,0,0,0,1,0
-0.066,-0.095,B,0,1,0,0,0,0,0
1.012,1.017,K,0,0,0,0,0,1,0
0.569,3.339,F,0,0,0,1,0,0,0
1.05,-0.067,K,0,0,0,0,0,1,0
1.314,1.155,G,0,0,0,0,1,0,0
0.601,4.357,G,0,0,0,0,1,0,0
0.387,2.654,F,0,0,0,1,0,0,0
0.995,-10.66,K,0,0,0,0,0,1,0
0.216,0.739,A,0,0,1,0,0,0,0
1.222,1.811,K,0,0,0,0,0,1,0
1.491,-0.606,K,0,0,0,0,0,1,0
0.468,1.773,F,0,0,0,1,0,0,0
0.084,1.235,A,0,0,1,0,0,0,0
0.914,-9.55,G,0,0,0,0,1,0,0
0.592,3.658,F,0,0,0,1,0,0,0
0.086,0.481,B,0,1,0,0,0,0,0
1.213,1.653,K,0,0,0,0,0,1,0
0.307,2.252,A,0,0,1,0,0,0,0
0.63,-11.55,F,0,0,0,1,0,0,0
0.569,3.741,F,0,0,0,1,0,0,0
1.32,0.871,K,0,0,0,0,0,1,0
0.394,2.175,F,0,0,0,1,0,0,0
0.462,3.493,F,0,0,0,1,0,0,0
0.624,3.001,F,0,0,0,1,0,0,0
0.912,0.41,G,0,0,0,0,1,0,0
0.083,1.548,A,0,0,1,0,0,0,0
0.454,3.248,F,0,0,0,1,0,0,0
0.807,1.481,G,0,0,0,0,1,0,0
0.282,2.383,A,0,0,1,0,0,0,0
0.751,5.631,K,0,0,0,0,0,1,0
0.491,2.334,F,0,0,0,1,0,0,0
0.467,2.601,F,0,0,0,1,0,0,0
1.018,1.212,G,0,0,0,0,1,0,0
1.069,0.934,K,0,0,0,0,0,1,0
1.628,1.383,K,0,0,0,0,0,1,0
0.36,2.295,A,0,0,1,0,0,0,0
0.41,2.726,F,0,0,0,1,0,0,0
0.324,1.35,A,0,0,1,0,0,0,0
0.516,2.755,F,0,0,0,1,0,0,0
0.599,3.653,G,0,0,0,0,1,0,0
0.035,-1.104,B,0,1,0,0,0,0,0
0.943,1.065,G,0,0,0,0,1,0,0
0.558,3.136,G,0,0,0,0,1,0,0
1.423,9.147,M,0,0,0,0,0,0,1
1.204,0.8,K,0,0,0,0,0,1,0
0.48,3.881,K,0,0,0,0,0,1,0
0.038,-0.143,B,0,1,0,0,0,0,0
1.118,7.206,K,0,0,0,0,0,1,0
0.206,-11.18,B,0,1,0,0,0,0,0
1.1,1.519,K,0,0,0,0,0,1,0
0.54,1.832,A,0,0,1,0,0,0,0
0.396,1.802,F,0,0,0,1,0,0,0
0.466,4.161,G,0,0,0,0,1,0,0
0.539,3.501,F,0,0,0,1,0,0,0
0.574,4.28,G,0,0,0,0,1,0,0
0.95,3.286,G,0,0,0,0,1,0,0
0.12,2.885,A,0,0,1,0,0,0,0
0.279,0.8,A,0,0,1,0,0,0,0
1.378,1.604,K,0,0,0,0,0,1,0
0.52,2.158,F,0,0,0,1,0,0,0
0.984,0.952,K,0,0,0,0,0,1,0
1.099,3.603,K,0,0,0,0,0,1,0
0.351,3.284,F,0,0,0,1,0,0,0
0.22,-10.71,B,0,1,0,0,0,0,0
0.548,2.723,F,0,0,0,1,0,0,0
0.063,-11.39,B,0,1,0,0,0,0,0
0.399,-11.59,B,0,1,0,0,0,0,0
0.107,0.241,A,0,0,1,0,0,0,0
0.722,5.98,K,0,0,0,0,0,1,0
1.124,1.383,K,0,0,0,0,0,1,0
0.34,2.731,A,0,0,1,0,0,0,0
0.873,0.989,G,0,0,0,0,1,0,0
1.196,1.323,K,0,0,0,0,0,1,0
1.63,-0.064,K,0,0,0,0,0,1,0
1.18,1.11,K,0,0,0,0,0,1,0
0.178,1.422,A,0,0,1,0,0,0,0
0.343,3.024,F,0,0,0,1,0,0,0
0.039,0.154,A,0,0,1,0,0,0,0
1.002,1.31,G,0,0,0,0,1,0,0
0.463,3.121,G,0,0,0,0,1,0,0
0.751,4.53,G,0,0,0,0,1,0,0
1.387,0.674,K,0,0,0,0,0,1,0
1.514,-11.25,K,0,0,0,0,0,1,0
0.367,0.192,F,0,0,0,1,0,0,0
0.399,3.297,F,0,0,0,1,0,0,0
1.197,0.965,K,0,0,0,0,0,1,0
1.15,-1.174,K,0,0,0,0,0,1,0
0.363,0.797,A,0,0,1,0,0,0,0
0.172,1.168,B,0,1,0,0,0,0,0
0.405,2.689,F,0,0,0,1,0,0,0
0.386,-9.76,F,0,0,0,1,0,0,0
1.129,1.215,K,0,0,0,0,0,1,0
1.127,-10.3,K,0,0,0,0,0,1,0
1.082,1.61,K,0,0,0,0,0,1,0
0.425,4.525,F,0,0,0,1,0,0,0
0.918,1.05,K,0,0,0,0,0,1,0
0.465,2.716,F,0,0,0,1,0,0,0
0.209,1.167,A,0,0,1,0,0,0,0
0.993,0.53,K,0,0,0,0,0,1,0
1.344,-1.546,K,0,0,0,0,0,1,0
1.635,-2.197,M,0,0,0,0,0,0,1
0.282,2.092,A,0,0,1,0,0,0,0
1.08,-10.4,K,0,0,0,0,0,1,0
0.738,5.442,G,0,0,0,0,1,0,0
0.636,4.737,G,0,0,0,0,1,0,0
0.484,3.261,F,0,0,0,1,0,0,0
0.256,2.701,A,0,0,1,0,0,0,0
1.072,1.333,K,0,0,0,0,0,1,0
0.852,6.239,G,0,0,0,0,1,0,0
0.466,4.694,G,0,0,0,0,1,0,0
0.907,5.904,G,0,0,0,0,1,0,0
1.104,-0.059,K,0,0,0,0,0,1,0
0.523,2.341,F,0,0,0,1,0,0,0
1.419,-11.57,K,0,0,0,0,0,1,0
1.406,0.09,K,0,0,0,0,0,1,0
1.02,2.306,K,0,0,0,0,0,1,0
0.594,3.444,G,0,0,0,0,1,0,0
0.172,1.433,A,0,0,1,0,0,0,0
0.649,3.763,G,0,0,0,0,1,0,0
0.634,3.39,G,0,0,0,0,1,0,0
0.852,1.871,G,0,0,0,0,1,0,0
1.141,1.201,K,0,0,0,0,0,1,0
1.194,1.06,K,0,0,0,0,0,1,0
0.396,0.994,F,0,0,0,1,0,0,0
0.519,2.781,K,0,0,0,0,0,1,0
1.03,-0.102,K,0,0,0,0,0,1,0
0.468,1.584,F,0,0,0,1,0,0,0
1.039,-1.473,K,0,0,0,0,0,1,0
0.979,2.821,K,0,0,0,0,0,1,0
1.595,-0.229,M,0,0,0,0,0,0,1
0.92,1.796,G,0,0,0,0,1,0,0
0.676,5.456,G,0,0,0,0,1,0,0
0.649,4.936,G,0,0,0,0,1,0,0
0.4,2.832,F,0,0,0,1,0,0,0
0.94,1.938,K,0,0,0,0,0,1,0
0.027,1.134,A,0,0,1,0,0,0,0
1.006,3.345,G,0,0,0,0,1,0,0
1.17,0.246,K,0,0,0,0,0,1,0
1.221,7.119,K,0,0,0,0,0,1,0
0.554,4.494,G,0,0,0,0,1,0,0
1.568,-0.227,M,0,0,0,0,0,0,1
0.946,-0.346,G,0,0,0,0,1,0,0
1.66,-2.687,M,0,0,0,0,0,0,1
1.095,1.48,K,0,0,0,0,0,1,0
1.289,0.901,K,0,0,0,0,0,1,0
1.566,-12.03,M,0,0,0,0,0,0,1
0.989,1.715,K,0,0,0,0,0,1,0
0.996,2.631,K,0,0,0,0,0,1,0
0.161,-0.224,A,0,0,1,0,0,0,0
0.639,2.634,G,0,0,0,0,1,0,0
0.154,-0.541,B,0,1,0,0,0,0,0
0.769,5.94,K,0,0,0,0,0,1,0
0.934,1.788,G,0,0,0,0,1,0,0
1.09,1.557,K,0,0,0,0,0,1,0
1.304,0.3,K,0,0,0,0,0,1,0
1.135,1.38,K,0,0,0,0,0,1,0
0.294,3.172,F,0,0,0,1,0,0,0
0.474,3.912,F,0,0,0,1,0,0,0
1.123,0.521,K,0,0,0,0,0,1,0
1.242,-0.031,K,0,0,0,0,0,1,0
1.08,0.578,K,0,0,0,0,0,1,0
0.7,4.482,G,0,0,0,0,1,0,0
0.571,3.518,G,0,0,0,0,1,0,0
0.574,2.598,F,0,0,0,1,0,0,0
1.75,-10.73,K,0,0,0,0,0,1,0
0.572,4.735,F,0,0,0,1,0,0,0
0.515,3.202,G,0,0,0,0,1,0,0
0.99,0.351,G,0,0,0,0,1,0,0
0.749,1.214,G,0,0,0,0,1,0,0
0.883,2.648,G,0,0,0,0,1,0,0
0.605,3.38,G,0,0,0,0,1,0,0
0.9,6.428,K,0,0,0,0,0,1,0
1.952,-10.92,R,0,0,0,0,0,0,0
1.15,0.474,K,0,0,0,0,0,1,0
1.197,0.709,K,0,0,0,0,0,1,0
1.092,-0.856,K,0,0,0,0,0,1,0
1.207,0.458,K,0,0,0,0,0,1,0
1.456,-0.74,K,0,0,0,0,0,1,0
0.367,3.421,F,0,0,0,1,0,0,0
1.521,-10.75,K,0,0,0,0,0,1,0
0.38,2.979,F,0,0,0,1,0,0,0
0.641,3.653,G,0,0,0,0,1,0,0
0.9,2.985,G,0,0,0,0,1,0,0
1.01,-10.92,G,0,0,0,0,1,0,0
0.956,2.659,K,0,0,0,0,0,1,0
0.448,3.355,F,0,0,0,1,0,0,0
1.104,6.254,K,0,0,0,0,0,1,0
0.449,2.74,F,0,0,0,1,0,0,0
0.94,6.594,G,0,0,0,0,1,0,0
0.448,3.357,F,0,0,0,1,0,0,0
0.402,2.707,F,0,0,0,1,0,0,0
0.428,4.714,F,0,0,0,1,0,0,0
0.335,2.125,A,0,0,1,0,0,0,0
0.486,3.669,F,0,0,0,1,0,0,0
1.039,0.694,K,0,0,0,0,0,1,0
0.203,1.331,A,0,0,1,0,0,0,0
0.71,4.362,G,0,0,0,0,1,0,0
0.035,-9.27,A,0,0,1,0,0,0,0
0.061,1.844,A,0,0,1,0,0,0,0
0.394,1.642,F,0,0,0,1,0,0,0
0.779,5.788,K,0,0,0,0,0,1,0
1.05,0.616,K,0,0,0,0,0,1,0
0.04,2.897,B,0,1,0,0,0,0,0
0.507,2.687,F,0,0,0,1,0,0,0
0.11,3.317,B,0,1,0,0,0,0,0
1.4,-0.501,K,0,0,0,0,0,1,0
0.686,5.076,G,0,0,0,0,1,0,0
0.692,4.462,G,0,0,0,0,1,0,0
0.504,3.401,F,0,0,0,1,0,0,0
0.969,0.925,G,0,0,0,0,1,0,0
0.8,1.05,G,0,0,0,0,1,0,0
0.605,3.174,G,0,0,0,0,1,0,0
1.282,-1.042,K,0,0,0,0,0,1,0
0.716,3.876,K,0,0,0,0,0,1,0
0.475,2.349,F,0,0,0,1,0,0,0
0.489,3.311,F,0,0,0,1,0,0,0
1.242,-1.545,K,0,0,0,0,0,1,0
1.19,1.089,K,0,0,0,0,0,1,0
1.313,-11.74,G,0,0,0,0,1,0,0
0.413,3.359,F,0,0,0,1,0,0,0
0.988,-0.114,G,0,0,0,0,1,0,0
0.539,4.278,F,0,0,0,1,0,0,0
1.182,1.896,K,0,0,0,0,0,1,0
1.029,2.519,G,0,0,0,0,1,0,0
0.742,1.767,G,0,0,0,0,1,0,0
1.416,-0.014,K,0,0,0,0,0,1,0
1.6,-0.822,M,0,0,0,0,0,0,1
0.412,2.849,A,0,0,1,0,0,0,0
0.054,-0.737,O,1,0,0,0,0,0,0
0.85,4.941,G,0,0,0,0,1,0,0
0.992,-0.173,G,0,0,0,0,1,0,0
0.903,2.252,G,0,0,0,0,1,0,0
0.261,2.421,A,0,0,1,0,0,0,0
0.58,3.562,G,0,0,0,0,1,0,0
0.387,2.808,F,0,0,0,1,0,0,0
0.69,3.861,G,0,0,0,0,1,0,0
1.438,-11.04,K,0,0,0,0,0,1,0
0.918,2.22,G,0,0,0,0,1,0,0
0.238,1.802,A,0,0,1,0,0,0,0
0.501,3.422,F,0,0,0,1,0,0,0
1,3.649,K,0,0,0,0,0,1,0
1.165,-1.651,K,0,0,0,0,0,1,0
0.447,3.714,F,0,0,0,1,0,0,0
0.972,1.071,G,0,0,0,0,1,0,0
-0.06,-0.653,B,0,1,0,0,0,0,0
1.18,0.676,K,0,0,0,0,0,1,0
1.185,7.673,K,0,0,0,0,0,1,0
0.427,2.108,F,0,0,0,1,0,0,0
0.645,4.811,G,0,0,0,0,1,0,0
0.633,-10.58,F,0,0,0,1,0,0,0
0.86,2.192,G,0,0,0,0,1,0,0
0.339,2.614,F,0,0,0,1,0,0,0
1.5,-0.664,K,0,0,0,0,0,1,0
0.135,0.3,B,0,1,0,0,0,0,0
0.918,2.182,G,0,0,0,0,1,0,0
0.433,3.126,F,0,0,0,1,0,0,0
0.517,2.187,F,0,0,0,1,0,0,0
0.916,0.764,G,0,0,0,0,1,0,0
-0.001,2.661,F,0,0,0,1,0,0,0
0.555,3.594,G,0,0,0,0,1,0,0
0.464,4.207,F,0,0,0,1,0,0,0
0.74,1.713,K,0,0,0,0,0,1,0
1.39,0.126,K,0,0,0,0,0,1,0
0.644,1.984,G,0,0,0,0,1,0,0
1.52,-0.457,K,0,0,0,0,0,1,0
0.173,-12.93,B,0,1,0,0,0,0,0
0.386,2.918,F,0,0,0,1,0,0,0
0.298,2.83,A,0,0,1,0,0,0,0
0.019,-10.58,B,0,1,0,0,0,0,0
0.451,3.352,F,0,0,0,1,0,0,0
1.119,0.983,K,0,0,0,0,0,1,0
0.511,2.816,F,0,0,0,1,0,0,0
0.726,3.576,G,0,0,0,0,1,0,0
0.466,3.228,F,0,0,0,1,0,0,0
0.53,4.83,G,0,0,0,0,1,0,0
0.885,2.928,G,0,0,0,0,1,0,0
1.007,1.112,G,0,0,0,0,1,0,0
1.5,-8.93,M,0,0,0,0,0,0,1
0.723,3.856,G,0,0,0,0,1,0,0
0.368,2.902,F,0,0,0,1,0,0,0
0.389,2.973,G,0,0,0,0,1,0,0
0.409,3.203,F,0,0,0,1,0,0,0
1.577,8.219,M,0,0,0,0,0,0,1
0.863,-9.99,G,0,0,0,0,1,0,0
0.421,3.741,F,0,0,0,1,0,0,0
0.659,4.51,G,0,0,0,0,1,0,0
1.448,9.421,M,0,0,0,0,0,0,1
1.17,-0.757,K,0,0,0,0,0,1,0
0.411,2.394,F,0,0,0,1,0,0,0
1.078,0.647,K,0,0,0,0,0,1,0
1.138,-1.557,K,0,0,0,0,0,1,0
0.863,2.901,G,0,0,0,0,1,0,0
0.092,0.636,B,0,1,0,0,0,0,0
1.033,1.037,K,0,0,0,0,0,1,0
0.463,1.002,F,0,0,0,1,0,0,0
1.143,2.339,K,0,0,0,0,0,1,0
0.392,2.657,F,0,0,0,1,0,0,0
0.58,4.517,G,0,0,0,0,1,0,0
0.769,4.869,G,0,0,0,0,1,0,0
0.474,2.55,F,0,0,0,1,0,0,0
1.127,0.972,K,0,0,0,0,0,1,0
0.358,1.814,F,0,0,0,1,0,0,0
0.577,3.816,F,0,0,0,1,0,0,0
0.523,1.763,F,0,0,0,1,0,0,0
0.569,4.256,G,0,0,0,0,1,0,0
0.253,2.476,A,0,0,1,0,0,0,0
0.724,5.541,G,0,0,0,0,1,0,0
0.971,0.491,K,0,0,0,0,0,1,0
1.706,0.175,K,0,0,0,0,0,1,0
0.653,4.653,G,0,0,0,0,1,0,0
0.415,2.48,F,0,0,0,1,0,0,0
0.639,3.706,G,0,0,0,0,1,0,0
1.308,-0.366,K,0,0,0,0,0,1,0
0.094,-10.45,B,0,1,0,0,0,0,0
0.121,2.172,A,0,0,1,0,0,0,0
-0.081,0.852,B,0,1,0,0,0,0,0
1.142,1.321,K,0,0,0,0,0,1,0
0.541,2.247,F,0,0,0,1,0,0,0
1.156,1.937,K,0,0,0,0,0,1,0
0.874,6.174,K,0,0,0,0,0,1,0
1.158,0.833,K,0,0,0,0,0,1,0
0.091,-9.41,F,0,0,0,1,0,0,0
0.736,5.281,G,0,0,0,0,1,0,0
0.878,0.48,K,0,0,0,0,0,1,0
0.012,1.096,A,0,0,1,0,0,0,0
1.188,-0.397,K,0,0,0,0,0,1,0
0.435,3.426,F,0,0,0,1,0,0,0
0.46,-0.17,B,0,1,0,0,0,0,0
0.48,3.397,F,0,0,0,1,0,0,0
0.13,0.643,A,0,0,1,0,0,0,0
1.065,-0.464,G,0,0,0,0,1,0,0
0.45,3.938,F,0,0,0,1,0,0,0
0.55,4.32,G,0,0,0,0,1,0,0
1.556,-1.401,M,0,0,0,0,0,0,1
0.874,3.686,G,0,0,0,0,1,0,0
0.412,3.049,F,0,0,0,1,0,0,0
0.038,0.639,B,0,1,0,0,0,0,0
1.12,2.278,K,0,0,0,0,0,1,0
0.059,-1.697,B,0,1,0,0,0,0,0
1.463,0.821,K,0,0,0,0,0,1,0
0.167,1.267,A,0,0,1,0,0,0,0
0.56,1.697,F,0,0,0,1,0,0,0
0.411,2.903,F,0,0,0,1,0,0,0
1.04,-0.026,G,0,0,0,0,1,0,0
0.499,3.298,F,0,0,0,1,0,0,0
0.516,4.83,F,0,0,0,1,0,0,0
0.296,2.865,F,0,0,0,1,0,0,0
0.357,1.265,F,0,0,0,1,0,0,0
0.302,2.362,A,0,0,1,0,0,0,0
0.054,-11.85,B,0,1,0,0,0,0,0
0.596,4.301,G,0,0,0,0,1,0,0
1.038,-0.647,K,0,0,0,0,0,1,0
0.347,2.256,F,0,0,0,1,0,0,0
1.08,2.058,K,0,0,0,0,0,1,0
0.978,6.722,K,0,0,0,0,0,1,0
0.505,3.571,F,0,0,0,1,0,0,0
1.041,1.025,K,0,0,0,0,0,1,0
0.427,3.176,F,0,0,0,1,0,0,0
1.3,-0.17,K,0,0,0,0,0,1,0
0.635,4.234,G,0,0,0,0,1,0,0
0.7,2.973,F,0,0,0,1,0,0,0
0.594,5.075,G,0,0,0,0,1,0,0
0.418,2.193,F,0,0,0,1,0,0,0
